unique_id,price_paid,deed_date,postcode,property_type,new_build,estate_type,saon,paon,street,locality,town,district,county,transaction_category,linked_data_uri"8E5CD0F3-BC85-48A9-B0EF-031773B44F8D","1220000","2011-09-30","SW10 0AG","F","N","L","FLAT 6","STANLEY MANSIONS","PARK WALK","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/8E5CD0F3-BC85-48A9-B0EF-031773B44F8D/current"
"6A2F6E99-9D60-402F-AC5A-655268AD9855","250000","2011-09-02","SW10 0EE","F","N","L","FLAT 24","ASHBURNHAM TOWER","WORLDS END ESTATE","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/6A2F6E99-9D60-402F-AC5A-655268AD9855/current"
"A0FC508F-4465-4958-BCE1-F4CAEA513E45","360000","2011-10-07","SW10 0EE","F","N","L","FLAT 45","ASHBURNHAM TOWER","WORLDS END ESTATE","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/A0FC508F-4465-4958-BCE1-F4CAEA513E45/current"
"0A417D2E-A739-4F35-AFE2-2C2DFA6ECCFA","299950","2011-06-01","SW10 0EF","F","N","L","FLAT 8","BERENGER TOWER","WORLDS END ESTATE","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/0A417D2E-A739-4F35-AFE2-2C2DFA6ECCFA/current"
"BA47FB91-6C84-4770-BBC4-CAF6B164D32C","495000","2011-09-14","SW10 0EG","F","N","L","FLAT 22","CHELSEA REACH TOWER","WORLDS END ESTATE","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/BA47FB91-6C84-4770-BBC4-CAF6B164D32C/current"
"7062DD01-F464-47E7-B622-26BFBA71341C","425000","2011-11-23","SW10 0ES","F","N","L","FLAT 3","120","CHEYNE WALK","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/7062DD01-F464-47E7-B622-26BFBA71341C/current"
"259F3682-E3D5-4D4B-9F39-DC8E4571736C","2900000","2011-04-05","SW10 0HH","T","N","F","","48","LIMERSTON STREET","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/259F3682-E3D5-4D4B-9F39-DC8E4571736C/current"
"8494C8EC-A921-4B1C-8E79-640121E0C0D3","441000","2011-01-20","SW10 0HP","F","N","L","FLAT H","7 - 9","LAMONT ROAD","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/8494C8EC-A921-4B1C-8E79-640121E0C0D3/current"
"410D137C-6864-46CB-BCFD-FBD0FD8252EB","2800000","2011-01-28","SW10 0HR","T","N","F","","11","LAMONT ROAD","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/410D137C-6864-46CB-BCFD-FBD0FD8252EB/current"
"2B709D95-65AD-40E5-BC82-3781400A5B92","2800000","2011-01-28","SW10 0HR","T","N","L","","11","LAMONT ROAD","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/2B709D95-65AD-40E5-BC82-3781400A5B92/current"
"5FA170DF-8D82-49CD-A39D-CFFE317095DD","2725000","2011-06-30","SW10 0HS","T","N","F","","29","LAMONT ROAD","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/5FA170DF-8D82-49CD-A39D-CFFE317095DD/current"
"B35CA9C3-72B3-4399-A198-B412814422FD","3100000","2011-04-04","SW10 0HU","T","N","F","","45","LAMONT ROAD","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/B35CA9C3-72B3-4399-A198-B412814422FD/current"
"A81909A5-D312-4B10-BA2A-4533ABF041CB","740000","2011-05-09","SW10 0HU","F","N","L","FLAT A","55","LAMONT ROAD","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/A81909A5-D312-4B10-BA2A-4533ABF041CB/current"
"CF1307B9-B11E-418D-BBEF-5F2E26BAAD71","1000000","2011-11-25","SW10 0HU","F","N","L","FLAT C","55","LAMONT ROAD","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/CF1307B9-B11E-418D-BBEF-5F2E26BAAD71/current"
"A53B7D0E-E3AE-4624-ADDF-3B0AF3446871","3000000","2011-01-17","SW10 0HY","T","N","F","","8","SHALCOMB STREET","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/A53B7D0E-E3AE-4624-ADDF-3B0AF3446871/current"
"803464EA-88A1-4DF2-B5C6-39DCC0C489E9","1075000","2011-10-28","SW10 0JB","F","N","L","FLAT 3","8 - 9","HOBURY STREET","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/803464EA-88A1-4DF2-B5C6-39DCC0C489E9/current"
"DDE6F3FB-2211-4AEE-A2AA-02F21C2D9A18","3100000","2011-01-20","SW10 0JD","T","N","F","","5","HOBURY STREET","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/DDE6F3FB-2211-4AEE-A2AA-02F21C2D9A18/current"
"19411B1B-2DFC-46DC-B727-936B4C51B7F8","2750000","2011-04-04","SW10 0JE","T","N","F","","22A","LAMONT ROAD","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/19411B1B-2DFC-46DC-B727-936B4C51B7F8/current"
"81B7EC01-139C-4827-A33A-A5984B095710","1695000","2011-12-07","SW10 0JF","T","N","F","","27","GERTRUDE STREET","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/81B7EC01-139C-4827-A33A-A5984B095710/current"
"BC01CA7D-DDC5-4C03-9D68-9438F36BEC4D","487500","2011-10-04","SW10 0JF","F","N","L","FLAT D","29 - 30","GERTRUDE STREET","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/BC01CA7D-DDC5-4C03-9D68-9438F36BEC4D/current"
"F82C099C-4DC4-4CB4-83D3-C260C15CDD8E","3000000","2011-04-01","SW10 0JH","T","N","F","","2","LANGTON STREET","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/F82C099C-4DC4-4CB4-83D3-C260C15CDD8E/current"
"33554005-634E-4698-A363-5102C716E67C","2500000","2011-08-24","SW10 0JN","S","N","F","","6","GERTRUDE STREET","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/33554005-634E-4698-A363-5102C716E67C/current"
"52106DFC-93A5-49BC-8F6E-0204912DFBAA","2300000","2011-07-06","SW10 0JN","S","N","F","","14","GERTRUDE STREET","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/52106DFC-93A5-49BC-8F6E-0204912DFBAA/current"
"CE58C343-2FE0-4F48-8EED-CEBFF7E35972","1350000","2011-11-11","SW10 0JP","T","N","F","","16","SLAIDBURN STREET","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/CE58C343-2FE0-4F48-8EED-CEBFF7E35972/current"
"D36C61EF-C6B7-4CB1-B131-4D2B81B54DF9","1612500","2011-01-20","SW10 0JP","T","N","F","","29","SLAIDBURN STREET","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/D36C61EF-C6B7-4CB1-B131-4D2B81B54DF9/current"
"4B9B26F9-9CF6-484A-86B5-E31D1DE9EB26","895000","2011-03-16","SW10 0JQ","F","N","L","FLAT C","45 - 48","GERTRUDE STREET","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/4B9B26F9-9CF6-484A-86B5-E31D1DE9EB26/current"
"8644000C-FB0B-4864-ABCC-31E42A57E2C6","1550000","2011-07-22","SW10 0JW","T","N","F","","38","SLAIDBURN STREET","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/8644000C-FB0B-4864-ABCC-31E42A57E2C6/current"
"1E0021DD-FA25-4ECF-BD0F-6720BD66F029","1595000","2011-10-27","SW10 0JW","T","N","F","","57","SLAIDBURN STREET","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/1E0021DD-FA25-4ECF-BD0F-6720BD66F029/current"
"C82DBA93-7EE9-439A-8DB8-31F2A8F73872","695000","2011-07-29","SW10 0JZ","F","N","L","FLAT 2","3B","EDITH GROVE","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/C82DBA93-7EE9-439A-8DB8-31F2A8F73872/current"
"921A4C81-27C8-48AA-88CE-2D925B0F86F5","1525000","2011-04-04","SW10 0JZ","T","N","F","THE STUDIO HOUSE","7 - 9","EDITH GROVE","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/921A4C81-27C8-48AA-88CE-2D925B0F86F5/current"
"0B5AFACE-A482-4066-AF8A-5BE64E0C932F","575000","2011-08-22","SW10 0JZ","F","N","L","GROUND FLOOR FLAT","11","EDITH GROVE","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/0B5AFACE-A482-4066-AF8A-5BE64E0C932F/current"
"6EA5C3E1-A7A6-4608-BEDE-A61FF20FF0BD","305000","2011-01-10","SW10 0LB","F","N","L","FLAT 3","49","EDITH GROVE","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/6EA5C3E1-A7A6-4608-BEDE-A61FF20FF0BD/current"
"6C02CFDC-DFEC-4541-820E-BD92046AD93F","975000","2011-11-02","SW10 0LJ","F","N","L","","410A","KINGS ROAD","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/6C02CFDC-DFEC-4541-820E-BD92046AD93F/current"
"310EA6B6-1401-4979-B49A-FAAC6A42264B","413000","2011-08-09","SW10 0LQ","F","N","L","FIRST FLOOR FLAT","444","KINGS ROAD","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/310EA6B6-1401-4979-B49A-FAAC6A42264B/current"
"6F2B10CF-B386-4457-A0BB-D7FF14628E49","960000","2011-10-13","SW10 0LW","F","N","F","FLAT 3","GUNTER HALL STUDIOS","GUNTER GROVE","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/6F2B10CF-B386-4457-A0BB-D7FF14628E49/current"
"D27A5CD5-756D-4DBC-B7EF-DBF5C6B87578","680000","2011-07-08","SW10 0NA","F","N","L","FLAT B","5","CREMORNE ROAD","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/D27A5CD5-756D-4DBC-B7EF-DBF5C6B87578/current"
"5875A08B-4D0A-4B1A-B54F-824CB620DD6F","595000","2011-09-09","SW10 0NB","F","N","L","","25A","CREMORNE ROAD","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/5875A08B-4D0A-4B1A-B54F-824CB620DD6F/current"
"9F76EFF1-A091-4746-9792-F2F29A760208","436500","2011-08-02","SW10 0NH","F","N","L","GROUND FLOOR FLAT","88","EDITH GROVE","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/9F76EFF1-A091-4746-9792-F2F29A760208/current"
"0374BDE4-49F8-499C-82EA-80D954192B4F","425000","2011-11-11","SW10 0NH","T","N","L","","110A","EDITH GROVE","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/0374BDE4-49F8-499C-82EA-80D954192B4F/current"
"0DB2EF45-E243-435F-911E-A6FD1BD0A121","425000","2011-02-14","SW10 0NJ","F","N","L","FLAT 1","26","EDITH GROVE","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/0DB2EF45-E243-435F-911E-A6FD1BD0A121/current"
"DAF844A5-86D0-4E43-8D0B-66941BA35376","530000","2011-12-21","SW10 0NJ","F","N","L","FLAT 2","26","EDITH GROVE","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/DAF844A5-86D0-4E43-8D0B-66941BA35376/current"
"8731591C-526D-44C3-915C-8C13AD713A2A","950000","2011-08-15","SW10 0NJ","F","N","L","FLAT 1","34","EDITH GROVE","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/8731591C-526D-44C3-915C-8C13AD713A2A/current"
"98A38024-F6F0-4CD6-83CA-A73396C0A80A","710000","2011-04-01","SW10 0NQ","F","N","L","APARTMENT 1","70","PARK WALK","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/98A38024-F6F0-4CD6-83CA-A73396C0A80A/current"
"2A289E9E-32ED-CDC8-E050-A8C063054829","1950000","2011-04-28","SW10 0NW","T","N","F","","2","EDITH GROVE","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/2A289E9E-32ED-CDC8-E050-A8C063054829/current"
"7401F530-1CDD-4B2C-B85E-C969D92A6CEA","2400000","2011-09-12","SW10 0NW","T","N","F","","6","EDITH GROVE","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/7401F530-1CDD-4B2C-B85E-C969D92A6CEA/current"
"14861426-66B9-4DF4-8A29-0AFA591B413B","455000","2011-02-10","SW10 0NW","F","N","L","FLAT 5","8","EDITH GROVE","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/14861426-66B9-4DF4-8A29-0AFA591B413B/current"
"98F1CF71-BD5A-4D06-B2CD-C45E6D1A810F","420000","2011-11-04","SW10 0NW","F","N","L","FLAT 3","MULBERRY LODGE, 12","EDITH GROVE","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/98F1CF71-BD5A-4D06-B2CD-C45E6D1A810F/current"
"6AC82E85-A135-42DF-AD35-E8292BAB5155","470000","2011-11-21","SW10 0NW","F","N","L","FLAT 7","MULBERRY LODGE, 12","EDITH GROVE","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/6AC82E85-A135-42DF-AD35-E8292BAB5155/current"
"C6535F47-2460-4D88-8A50-E60C5C2D58EB","770000","2011-07-06","SW10 0NX","F","N","L","","14B","TADEMA ROAD","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/C6535F47-2460-4D88-8A50-E60C5C2D58EB/current"
"ECCBABE5-6447-497B-A601-01BA946AB2D8","679000","2011-05-16","SW10 0NZ","F","N","L","","6","DAMER TERRACE","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/ECCBABE5-6447-497B-A601-01BA946AB2D8/current"
"4AF98E02-4D36-44C0-BDA8-4ED6F4B7258A","720000","2011-11-10","SW10 0NZ","F","N","L","","8B","DAMER TERRACE","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/4AF98E02-4D36-44C0-BDA8-4ED6F4B7258A/current"
"80445450-1668-4FF7-8E13-D882A820CE07","750000","2011-09-23","SW10 0PA","F","N","L","FLAT 25","ASHBURNHAM MANSIONS","ASHBURNHAM ROAD","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/80445450-1668-4FF7-8E13-D882A820CE07/current"
"ACA2A922-9F8F-476A-87BC-BBEFB84C737F","472500","2011-09-02","SW10 0PA","F","N","L","FLAT 31","ASHBURNHAM MANSIONS","ASHBURNHAM ROAD","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/ACA2A922-9F8F-476A-87BC-BBEFB84C737F/current"
"349C4195-A864-44CE-9C97-46E428DD6378","765000","2011-06-01","SW10 0PA","F","N","L","FLAT 34","ASHBURNHAM MANSIONS","ASHBURNHAM ROAD","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/349C4195-A864-44CE-9C97-46E428DD6378/current"
"6BC329A7-AF57-4548-9FE6-E929F69FED59","650000","2011-04-20","SW10 0PB","F","N","L","FLAT 38","ASHBURNHAM MANSIONS","ASHBURNHAM ROAD","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/6BC329A7-AF57-4548-9FE6-E929F69FED59/current"
"94505D47-7B31-4CE0-AD73-3FA504571DC0","485000","2011-01-31","SW10 0PG","F","N","L","","17C","ASHBURNHAM ROAD","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/94505D47-7B31-4CE0-AD73-3FA504571DC0/current"
"713937E2-2949-49D6-8238-D8D88392FCAA","1125000","2011-06-17","SW10 0PH","F","N","L","","16","BURNABY STREET","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/713937E2-2949-49D6-8238-D8D88392FCAA/current"
"20709933-FB3F-4070-BC94-8C5189CAAA3E","652500","2011-01-17","SW10 0PJ","F","N","L","FLAT 1","30","BURNABY STREET","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/20709933-FB3F-4070-BC94-8C5189CAAA3E/current"
"2BA32309-7318-4168-BAC5-A60252B65B45","715000","2011-01-28","SW10 0PN","T","N","L","","50","BURNABY STREET","","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","http://landregistry.data.gov.uk/data/ppi/transaction/2BA32309-7318-4168-BAC5-A60252B65B45/current"
