
"KS102EW - Age structure"
"ONS Crown Copyright Reserved [from Nomis on 8 June 2020]"
"Population :","All usual residents"
"Units      :","Persons"
"Date       :","2011"
"Rural Urban:","Total"

"2011 output area","mnemonic","Age 0 to 4","Age 5 to 7","Age 8 to 9","Age 10 to 14","Age 15","Age 16 to 17","Age 18 to 19","Age 20 to 24","Age 25 to 29","Age 30 to 44","Age 45 to 59","Age 60 to 64","Age 65 to 74","Age 75 to 84","Age 85 to 89","Age 90 and over"
"E00014365","E00014365",6.6,6.6,3.3,7.1,1.9,2.4,0.9,3.3,5.7,22.2,22.2,4.2,8.0,3.8,1.4,0.5
"E00014366","E00014366",5.1,5.6,0.6,1.7,0.6,1.7,1.7,4.5,5.6,28.1,27.5,5.1,7.3,3.9,1.1,0.0
"E00014370","E00014370",6.9,0.4,0.0,0.0,0.0,0.8,3.3,7.8,20.4,31.0,14.7,6.5,4.9,3.3,0.0,0.0
"E00014330","E00014330",4.3,2.7,0.8,3.9,0.4,0.8,1.2,5.1,9.7,30.7,19.8,7.0,8.2,3.1,1.2,1.2
"E00014331","E00014331",8.2,0.9,2.3,0.5,0.5,0.0,0.9,4.1,5.5,37.3,21.4,6.8,4.5,5.9,1.4,0.0
"E00014332","E00014332",4.1,3.6,1.8,2.7,0.5,0.9,2.7,3.6,10.9,28.5,15.4,8.1,10.4,5.9,0.9,0.0
"E00014356","E00014356",4.7,0.7,0.7,4.1,0.0,2.7,1.4,3.4,12.2,20.9,20.9,7.4,12.2,8.1,0.7,0.0
"E00014357","E00014357",5.4,3.0,1.2,3.0,1.2,1.8,0.6,5.4,12.5,29.8,24.4,3.0,4.2,3.6,0.6,0.6
"E00014359","E00014359",5.0,2.8,1.1,3.9,0.0,0.6,2.2,2.8,6.6,30.9,19.3,7.2,9.4,7.2,0.0,1.1
"E00014360","E00014360",4.5,1.2,0.8,4.9,0.8,1.2,1.2,4.1,7.3,27.6,22.4,3.7,12.6,5.3,1.6,0.8
"E00014048","E00014048",6.6,2.9,2.5,1.6,0.4,0.4,2.9,13.2,11.9,35.4,9.9,4.1,3.7,4.1,0.4,0.0
"E00014050","E00014050",4.4,2.2,1.8,5.3,0.4,2.7,2.2,7.1,9.3,33.6,17.7,8.0,4.0,0.9,0.4,0.0
"E00014069","E00014069",12.6,4.6,2.7,2.3,0.4,0.8,0.0,6.5,6.1,37.2,16.5,3.1,5.0,2.3,0.0,0.0
"E00014071","E00014071",8.6,4.6,0.7,3.9,0.4,1.4,0.0,6.8,6.1,31.4,14.6,3.6,9.3,6.1,1.4,1.1
"E00014073","E00014073",6.8,3.4,1.0,2.0,0.7,1.0,1.0,10.8,15.5,27.7,13.5,3.7,9.1,2.7,0.3,0.7
"E00014074","E00014074",3.8,1.4,1.4,1.2,0.0,0.3,8.7,22.8,13.3,28.6,10.4,3.2,2.9,1.4,0.6,0.0
"E00014075","E00014075",9.1,2.6,2.6,3.0,0.0,0.8,1.5,8.7,8.7,30.6,16.6,4.2,6.4,3.8,0.8,0.8
"E00014183","E00014183",10.3,2.2,2.7,1.6,0.0,0.5,0.5,6.5,12.5,34.8,17.9,4.3,4.3,0.5,1.1,0.0
"E00014189","E00014189",5.7,3.5,2.2,3.9,0.4,0.4,0.4,16.2,18.3,28.4,12.2,4.4,1.7,1.7,0.0,0.4
"E00014199","E00014199",11.0,4.3,1.4,4.3,1.0,1.0,0.0,6.2,11.5,42.6,9.1,2.4,2.9,1.0,1.0,0.5
"E00014200","E00014200",4.8,3.7,0.5,2.1,1.1,0.5,2.7,14.9,13.8,36.2,10.1,3.2,4.8,1.6,0.0,0.0
"E00014202","E00014202",2.6,3.1,2.0,6.1,0.5,1.5,1.5,5.6,16.3,37.8,17.3,2.6,1.0,2.0,0.0,0.0
"E00014206","E00014206",2.9,0.0,0.7,4.3,0.0,0.0,1.4,10.0,12.9,21.4,11.4,10.7,12.9,7.1,2.1,2.1
"E00014207","E00014207",6.0,3.2,4.2,6.0,2.5,2.8,2.8,6.0,10.2,19.7,16.2,7.4,7.0,2.5,3.5,0.0
"E00014184","E00014184",2.9,2.4,0.5,2.9,0.5,1.0,0.5,10.5,11.5,38.8,17.2,4.3,2.4,3.8,1.0,0.0
"E00014185","E00014185",5.7,3.4,1.1,1.9,0.0,0.8,1.5,11.4,17.8,34.8,12.5,1.9,4.9,2.3,0.0,0.0
"E00014186","E00014186",2.9,1.0,1.0,1.5,1.0,1.5,2.9,16.1,17.6,36.6,10.2,2.9,3.4,1.0,0.5,0.0
"E00014187","E00014187",5.1,0.9,0.9,0.5,0.0,0.5,1.9,13.1,14.0,39.7,10.7,2.8,3.3,4.2,1.4,0.9
"E00014188","E00014188",4.9,3.0,1.2,5.5,1.8,0.0,0.6,7.9,9.8,36.6,16.5,4.9,3.7,3.0,0.6,0.0
"E00014195","E00014195",6.4,2.3,1.8,3.5,1.2,1.8,3.5,11.1,10.5,29.8,16.4,1.8,7.6,1.2,0.0,1.2
"E00014219","E00014219",1.7,0.0,0.0,0.0,0.0,0.8,0.0,4.1,9.9,25.6,27.3,6.6,14.9,7.4,1.7,0.0
"E00014220","E00014220",2.7,0.9,0.0,1.8,0.5,0.0,0.9,20.5,18.2,36.4,10.0,4.1,1.8,1.4,0.5,0.5
"E00014259","E00014259",0.0,0.0,0.7,3.5,2.1,1.4,2.8,48.3,8.4,14.7,12.6,0.7,4.2,0.7,0.0,0.0
"E00014281","E00014281",4.3,2.1,0.0,0.0,0.0,0.0,0.7,20.0,21.4,37.1,11.4,2.1,0.7,0.0,0.0,0.0
"E00014282","E00014282",5.8,3.3,1.1,6.2,1.1,2.2,3.3,4.0,6.2,25.7,22.1,4.7,9.1,4.0,1.4,0.0
"E00014284","E00014284",4.4,1.6,0.5,1.6,0.0,0.0,1.1,28.0,11.0,25.3,18.7,1.6,4.9,0.5,0.5,0.0
"E00014286","E00014286",7.1,4.4,1.0,3.4,0.7,1.7,1.7,28.8,11.9,20.7,10.8,3.7,2.7,1.4,0.0,0.0
"E00014290","E00014290",5.9,2.1,1.6,5.9,1.1,0.0,1.6,3.2,6.4,42.0,18.6,2.7,6.9,2.1,0.0,0.0
"E00014292","E00014292",4.4,1.8,0.4,3.1,0.4,1.3,2.2,13.2,15.0,34.8,16.7,3.5,1.8,0.4,0.9,0.0
"E00014513","E00014513",5.2,2.0,1.2,1.6,0.0,0.0,2.8,14.7,20.3,38.2,7.2,3.2,2.4,1.2,0.0,0.0
"E00014515","E00014515",2.6,1.3,1.7,3.4,0.4,0.9,0.9,26.9,12.0,28.2,11.1,4.3,3.4,2.6,0.4,0.0
"E00014516","E00014516",2.0,1.4,0.0,1.0,0.3,0.7,4.8,21.1,15.0,18.0,16.0,3.1,6.5,6.8,1.7,1.7
"E00014517","E00014517",3.2,2.0,0.3,1.5,0.3,0.3,1.3,16.8,21.4,36.5,10.4,2.3,2.5,1.0,0.0,0.0
"E00014542","E00014542",7.9,2.4,0.0,2.8,0.0,1.6,0.8,7.5,9.8,37.4,15.7,4.3,5.9,3.1,0.0,0.8
"E00014543","E00014543",4.7,2.6,0.9,2.6,0.0,0.4,1.7,6.5,14.2,34.5,18.5,5.2,4.3,3.0,0.9,0.0
"E00014544","E00014544",5.6,2.8,1.4,1.9,0.5,0.5,0.0,12.5,13.0,37.5,11.1,1.9,7.4,1.9,1.4,0.9
"E00014078","E00014078",6.5,1.3,1.9,0.6,0.0,0.0,0.0,7.8,5.8,26.6,17.5,9.1,16.2,5.2,0.6,0.6
"E00014079","E00014079",7.8,4.1,2.0,2.0,0.4,0.0,2.0,8.2,10.2,29.8,11.8,5.3,6.9,6.1,2.0,1.2
"E00014094","E00014094",4.1,2.1,2.1,6.6,0.0,2.5,3.7,6.2,14.9,24.5,24.5,1.7,5.4,0.8,0.8,0.0
"E00014099","E00014099",6.1,3.0,0.4,3.8,0.4,1.1,1.5,8.7,11.7,28.4,18.9,6.8,6.4,2.3,0.0,0.4
"E00014100","E00014100",5.7,3.0,2.0,6.4,1.3,2.7,2.7,8.4,6.4,17.1,21.4,8.0,9.0,5.0,0.7,0.3
"E00014102","E00014102",5.4,1.8,0.5,1.4,0.0,0.0,0.5,12.6,26.6,35.1,8.6,4.1,2.7,0.9,0.0,0.0
"E00014108","E00014108",6.7,5.4,4.4,6.4,0.7,1.7,2.0,5.4,4.7,18.1,26.2,5.7,7.4,4.7,0.0,0.7
"E00014109","E00014109",5.4,1.5,1.0,2.0,0.0,0.5,0.5,10.3,11.8,32.4,10.8,4.9,8.3,6.4,2.0,2.5
"E00014110","E00014110",3.4,2.5,2.5,2.1,0.8,3.8,0.4,4.2,4.6,16.4,27.7,8.4,15.1,5.5,1.7,0.8
"E00014112","E00014112",5.2,3.2,4.0,4.8,0.4,0.4,1.2,7.1,11.1,27.8,19.0,2.0,7.5,3.6,2.4,0.4
"E00014113","E00014113",4.0,3.4,2.9,2.9,2.3,2.3,1.7,4.0,9.2,21.8,24.7,8.0,7.5,4.0,0.6,0.6
"E00014115","E00014115",7.4,2.0,3.4,5.4,1.0,1.0,2.0,3.9,3.4,19.7,24.6,5.4,9.9,7.9,2.0,1.0
"E00014346","E00014346",1.1,0.5,0.0,1.1,0.0,1.1,1.6,12.6,21.4,25.8,15.9,3.3,5.5,3.8,2.7,3.3
"E00014348","E00014348",5.9,0.0,0.0,0.0,0.6,0.6,0.6,3.6,10.7,23.7,12.4,5.9,14.8,16.0,2.4,3.0
"E00014349","E00014349",1.4,0.4,0.0,0.0,0.0,1.1,4.0,15.2,22.8,30.8,9.8,5.4,4.0,3.3,0.7,1.1
"E00014364","E00014364",7.1,5.1,1.9,5.4,1.6,2.2,2.6,8.3,8.3,19.6,19.2,4.5,6.7,4.8,1.9,0.6
"E00175096","E00175096",4.8,1.0,1.9,5.4,1.6,3.8,2.2,16.2,9.8,17.5,20.6,4.8,4.1,3.8,1.0,1.6
"E00014334","E00014334",6.7,4.4,1.5,7.4,1.5,3.0,0.7,3.7,6.7,24.4,14.1,5.9,10.4,6.7,3.0,0.0
"E00014336","E00014336",6.3,3.3,0.8,1.3,0.8,0.8,1.3,5.0,11.3,26.4,20.5,7.9,11.3,2.1,0.0,0.8
"E00014337","E00014337",3.4,0.7,0.0,2.0,0.0,0.7,3.4,0.7,4.7,20.3,26.4,10.1,13.5,10.1,2.7,1.4
"E00014345","E00014345",2.9,3.4,1.0,1.0,0.0,0.0,0.0,8.3,16.1,29.8,16.6,5.4,7.3,6.3,1.0,1.0
"E00014351","E00014351",5.5,3.4,3.8,1.3,0.4,0.8,1.3,7.2,10.1,30.4,21.5,4.6,7.6,1.7,0.4,0.0
"E00014353","E00014353",5.7,1.6,0.8,2.4,0.0,0.4,1.2,4.5,8.9,25.2,18.3,4.1,9.3,13.0,2.8,1.6
"E00014354","E00014354",7.9,4.2,3.3,3.3,0.5,1.9,0.5,5.1,7.9,24.8,24.3,6.1,5.1,4.7,0.5,0.0
"E00014335","E00014335",5.0,3.3,1.3,3.0,1.0,2.3,1.0,8.0,6.0,26.1,24.7,4.7,8.7,2.7,2.0,0.0
"E00014341","E00014341",3.7,0.8,0.8,1.2,1.2,2.5,1.2,7.8,9.8,30.7,23.0,5.7,7.0,3.3,0.8,0.4
"E00014344","E00014344",2.2,0.2,0.2,0.4,0.0,0.0,2.0,16.8,19.5,33.0,15.3,2.2,3.3,3.8,1.1,0.0
"E00014350","E00014350",2.0,1.3,0.7,0.0,1.3,0.7,0.7,3.9,3.9,13.1,10.5,8.5,26.8,19.6,3.9,3.3
"E00014352","E00014352",13.5,3.6,2.1,5.2,1.6,1.0,3.6,11.5,5.7,21.9,18.2,3.6,6.2,2.1,0.0,0.0
"E00014355","E00014355",8.9,2.5,0.5,7.9,1.5,1.0,2.0,6.4,5.4,19.7,18.7,7.4,10.3,7.9,0.0,0.0
"E00014046","E00014046",4.1,4.1,1.4,2.4,2.4,1.7,2.8,4.5,8.3,25.2,18.6,8.6,8.6,4.5,1.4,1.4
"E00014051","E00014051",5.3,3.9,1.4,3.9,0.5,3.4,1.9,15.9,7.7,28.0,17.9,2.9,1.9,2.9,1.4,1.0
"E00014058","E00014058",5.2,1.5,1.1,3.7,1.1,0.7,2.2,9.7,10.5,41.6,13.1,4.9,3.0,1.5,0.0,0.0
"E00014059","E00014059",7.0,4.0,0.5,4.0,1.0,2.0,2.0,6.0,7.0,26.4,17.4,5.0,12.4,2.5,1.5,1.5
"E00014060","E00014060",4.5,1.0,0.3,1.4,1.0,2.4,1.4,8.0,13.1,28.4,18.3,9.7,5.5,4.5,0.3,0.0
"E00175099","E00175099",5.2,1.9,1.9,9.7,1.9,4.5,1.9,1.9,9.7,30.3,23.2,3.9,2.6,1.3,0.0,0.0
"E00175100","E00175100",9.7,5.9,3.5,5.5,0.4,2.6,1.8,7.5,9.7,28.7,15.7,3.7,3.1,1.8,0.4,0.2
"E00014263","E00014263",6.7,2.8,1.2,4.0,0.4,0.4,2.4,7.5,13.1,31.0,19.4,5.6,4.8,0.8,0.0,0.0
"E00014264","E00014264",8.8,2.5,1.3,0.8,0.0,1.3,1.3,5.9,10.0,36.4,15.5,3.8,8.4,3.3,0.8,0.0
"E00014267","E00014267",2.0,1.6,1.0,2.0,0.0,0.0,3.3,16.8,15.5,29.6,16.8,5.9,4.9,0.3,0.3,0.0
"E00014268","E00014268",4.0,0.4,0.8,2.4,0.4,2.0,0.8,7.3,19.8,32.4,18.6,5.7,3.2,2.0,0.0,0.0
"E00014293","E00014293",6.7,2.5,0.4,3.2,0.0,0.4,0.7,7.4,17.3,40.8,11.3,3.5,3.2,1.4,0.7,0.7
"E00014299","E00014299",4.4,1.8,0.7,2.2,0.4,1.1,1.5,13.9,15.0,33.3,16.5,2.6,3.7,1.8,1.1,0.0
"E00014261","E00014261",3.2,3.2,1.2,2.0,0.0,0.0,2.0,14.2,19.4,36.4,11.3,2.0,4.0,0.4,0.0,0.4
"E00014262","E00014262",3.0,0.0,1.5,2.5,0.0,0.0,0.5,11.7,23.4,29.9,13.7,5.6,5.6,0.5,1.5,0.5
"E00014265","E00014265",3.4,2.8,1.1,4.0,2.3,1.1,0.0,6.2,19.8,33.3,17.5,6.2,1.7,0.6,0.0,0.0
"E00014266","E00014266",6.2,0.8,0.4,0.8,0.8,1.9,1.2,9.3,10.1,32.2,23.3,4.7,3.5,3.1,1.6,0.4
"E00014296","E00014296",3.2,1.2,0.8,3.2,0.8,0.8,1.6,8.9,13.0,32.8,21.9,4.9,5.7,0.8,0.0,0.4
"E00014297","E00014297",6.0,4.2,2.6,7.5,0.0,0.4,0.0,3.4,12.1,33.6,13.6,4.5,7.9,2.6,0.8,0.8
"E00014298","E00014298",3.9,0.0,0.6,7.7,1.1,2.2,3.3,11.0,17.7,26.5,14.9,3.9,5.5,1.7,0.0,0.0
"E00014260","E00014260",2.3,0.5,0.0,0.0,0.5,0.0,0.5,7.8,18.8,37.6,17.0,6.0,8.3,0.9,0.0,0.0
"E00014283","E00014283",3.5,3.9,0.4,5.7,0.4,3.1,1.8,13.6,11.4,26.8,16.7,7.0,4.4,1.3,0.0,0.0
"E00014287","E00014287",6.1,0.0,0.0,0.0,0.0,0.6,1.2,4.9,11.0,48.2,14.6,5.5,4.9,1.2,0.6,1.2
"E00014288","E00014288",5.4,2.9,4.1,9.5,0.8,0.4,1.7,3.7,7.9,28.2,16.6,7.5,9.1,1.7,0.0,0.4
"E00014289","E00014289",2.6,2.6,1.7,2.1,0.4,1.3,4.7,16.3,11.2,32.2,12.0,3.4,6.0,1.3,2.1,0.0
"E00014291","E00014291",0.7,0.0,0.7,0.7,1.4,0.0,2.1,4.3,14.3,28.6,20.0,7.1,12.9,5.0,2.1,0.0
"E00014294","E00014294",2.6,0.5,0.5,1.0,0.0,0.5,0.5,1.6,14.6,23.4,14.6,7.3,19.3,8.3,2.6,2.6
"E00014295","E00014295",3.1,2.2,0.9,2.2,0.9,0.4,1.3,4.4,10.2,23.9,18.1,8.4,11.9,8.0,2.2,1.8
"E00014101","E00014101",5.2,1.2,0.4,2.4,0.8,0.0,4.4,8.8,14.8,35.2,13.6,4.0,7.2,1.2,0.8,0.0
"E00014104","E00014104",8.9,4.0,1.0,4.5,0.5,1.0,3.5,5.9,12.9,29.7,14.9,4.0,8.4,1.0,0.0,0.0
"E00014105","E00014105",6.4,4.7,0.7,1.7,0.3,0.0,1.4,9.8,11.8,35.1,14.9,3.7,6.4,2.4,0.7,0.0
"E00014116","E00014116",6.0,5.6,2.6,2.3,0.0,0.0,1.1,3.8,7.5,33.8,21.1,6.0,6.8,2.6,0.8,0.0
"E00175090","E00175090",4.2,1.3,2.5,4.6,0.4,0.8,0.8,4.6,11.0,39.2,17.7,4.2,6.3,2.1,0.0,0.0
"E00014080","E00014080",5.2,3.0,0.0,0.7,0.7,0.0,0.0,2.2,17.9,31.3,14.2,6.7,11.2,5.2,1.5,0.0
"E00014081","E00014081",6.5,6.9,4.3,7.2,1.1,1.8,0.7,1.4,5.8,35.9,22.5,3.3,2.2,0.4,0.0,0.0
"E00014082","E00014082",5.6,1.1,1.7,4.0,0.6,0.6,0.6,5.1,0.0,22.6,32.8,4.0,12.4,6.8,1.7,0.6
"E00014103","E00014103",3.4,4.5,2.8,2.3,1.1,0.6,2.3,6.8,10.2,29.4,21.5,2.8,6.8,3.4,1.7,0.6
"E00014107","E00014107",9.3,2.8,1.4,2.3,0.9,0.5,0.9,2.8,3.7,22.3,19.5,5.6,9.8,13.0,3.3,1.9
"E00014111","E00014111",7.5,4.0,2.6,5.3,0.0,0.9,0.4,2.6,6.6,30.0,20.3,5.7,7.9,3.1,1.3,1.8
"E00014190","E00014190",8.4,1.7,1.0,2.8,0.3,0.0,0.3,8.0,17.1,33.2,10.8,4.9,7.0,2.1,1.0,1.0
"E00014191","E00014191",9.5,3.6,1.8,3.3,1.1,0.7,1.1,4.7,9.5,27.4,20.1,3.3,9.1,2.6,1.8,0.4
"E00014192","E00014192",5.3,1.3,1.3,0.7,0.7,0.7,1.3,13.2,15.1,35.5,11.2,4.6,6.6,2.0,0.7,0.0
"E00014193","E00014193",6.7,2.1,0.7,4.9,0.7,1.4,1.8,9.9,19.1,23.3,20.1,3.5,2.1,2.5,0.7,0.4
"E00014217","E00014217",8.0,3.0,2.3,4.9,0.4,0.0,1.9,17.5,5.3,33.5,8.7,2.3,6.8,3.4,1.1,0.8
"E00014218","E00014218",7.4,2.0,0.0,0.7,0.0,0.0,0.7,9.8,16.2,41.4,11.1,2.0,5.1,3.7,0.0,0.0
"E00014194","E00014194",9.6,1.5,3.7,2.9,0.0,1.5,0.7,10.3,5.1,33.1,17.6,7.4,3.7,2.9,0.0,0.0
"E00014197","E00014197",0.9,0.9,0.9,1.8,0.5,0.9,2.3,13.5,15.3,40.5,13.5,2.3,5.4,0.5,0.5,0.5
"E00014198","E00014198",3.6,3.6,3.1,1.6,0.5,1.0,0.0,7.3,16.1,33.2,13.0,6.2,8.3,2.1,0.0,0.5
"E00014201","E00014201",1.2,3.6,1.8,2.4,0.0,1.8,6.7,29.7,7.9,23.6,13.3,2.4,5.5,0.0,0.0,0.0
"E00014203","E00014203",8.7,2.6,1.0,2.6,0.0,1.0,0.5,4.6,9.7,35.4,17.9,5.6,3.6,5.1,1.5,0.0
"E00014204","E00014204",6.4,3.0,2.6,4.2,0.8,1.9,1.1,4.9,4.2,34.7,20.0,5.3,6.8,1.9,1.1,1.1
"E00014210","E00014210",3.7,1.9,0.5,1.4,0.9,0.0,0.9,12.6,15.9,37.9,14.0,2.8,5.1,1.4,0.0,0.9
"E00014196","E00014196",9.0,2.1,0.0,0.0,0.0,0.0,0.7,2.1,15.3,37.5,16.7,6.9,4.9,4.9,0.0,0.0
"E00014205","E00014205",2.9,2.5,2.1,1.7,0.0,0.8,2.5,12.1,16.7,30.4,15.0,5.8,3.8,1.7,0.4,1.7
"E00014208","E00014208",5.7,2.5,0.6,2.5,0.0,0.6,0.6,4.4,12.6,37.1,18.9,3.8,5.7,2.5,1.9,0.6
"E00014209","E00014209",5.7,2.0,3.0,3.7,0.3,2.7,4.7,9.8,8.8,36.7,13.8,4.0,1.7,2.4,0.3,0.3
"E00014213","E00014213",7.0,1.7,0.4,0.0,0.0,0.0,1.3,10.0,14.0,37.1,7.9,1.3,3.5,4.4,7.0,4.4
"E00014214","E00014214",5.2,3.1,3.1,8.3,2.4,1.7,1.7,3.4,4.1,22.8,21.4,5.5,12.8,3.8,0.3,0.3
"E00014270","E00014270",3.8,1.9,3.8,4.4,0.6,1.9,0.6,7.0,18.4,29.7,17.7,3.2,6.3,0.0,0.6,0.0
"E00014271","E00014271",3.7,0.5,1.1,1.6,0.5,1.6,1.6,9.0,20.7,34.6,18.1,2.1,1.6,2.7,0.0,0.5
"E00014274","E00014274",6.4,1.4,0.9,3.7,0.5,0.9,0.9,9.2,17.0,35.8,17.0,1.8,2.8,0.5,1.4,0.0
"E00014276","E00014276",5.0,2.1,1.7,1.7,0.0,0.4,0.0,11.2,18.7,29.9,19.9,3.3,5.0,1.2,0.0,0.0
"E00014277","E00014277",2.8,1.9,0.9,1.4,0.0,0.5,0.9,9.9,11.3,37.1,22.5,5.2,3.3,1.9,0.5,0.0
"E00014279","E00014279",3.5,1.2,0.0,1.8,0.0,0.6,0.0,4.7,14.1,28.8,17.6,7.6,10.6,6.5,2.9,0.0
"E00014280","E00014280",4.7,0.8,0.0,1.6,0.0,0.8,0.8,11.8,23.6,29.9,22.0,1.6,2.4,0.0,0.0,0.0
"E00014258","E00014258",3.0,3.6,1.0,3.3,0.0,1.3,2.0,6.2,13.1,31.8,20.0,7.9,4.3,2.3,0.3,0.0
"E00014269","E00014269",7.5,2.8,1.4,2.3,0.9,0.5,1.4,5.6,15.4,30.8,11.7,6.5,10.3,2.3,0.0,0.5
"E00014272","E00014272",5.4,3.0,1.2,6.0,0.6,1.8,0.6,7.8,14.5,34.3,16.9,1.8,3.6,2.4,0.0,0.0
"E00014273","E00014273",8.6,2.5,0.5,3.0,1.5,0.5,1.0,7.1,12.1,30.8,17.2,5.1,5.1,3.0,1.5,0.5
"E00014275","E00014275",8.0,1.9,0.0,0.8,0.4,1.5,3.0,13.3,12.5,30.3,9.8,3.4,9.5,4.9,0.4,0.4
"E00014278","E00014278",4.3,4.3,1.2,3.1,1.2,0.0,0.6,6.1,9.2,46.6,12.9,3.1,4.3,3.1,0.0,0.0
"E00014285","E00014285",6.5,3.7,2.8,5.6,0.0,2.8,2.3,12.1,9.3,29.8,16.3,3.3,4.7,0.9,0.0,0.0
"E00014545","E00014545",3.0,1.1,1.5,1.9,0.0,1.1,1.1,10.9,22.8,31.1,14.6,2.6,6.7,1.1,0.4,0.0
"E00014561","E00014561",5.3,1.8,0.9,5.7,0.9,1.3,0.4,3.9,5.7,25.0,17.1,8.3,13.2,8.3,2.2,0.0
"E00014563","E00014563",5.3,2.4,0.4,5.7,0.4,0.0,2.8,9.8,13.8,33.7,14.2,3.7,5.3,1.6,0.8,0.0
"E00014564","E00014564",6.3,0.4,0.0,3.5,0.0,1.6,2.0,6.7,16.1,39.8,12.6,3.1,4.7,2.4,0.4,0.4
"E00014567","E00014567",4.4,2.4,1.0,2.7,0.3,0.7,1.0,9.2,16.3,36.9,15.9,2.4,5.1,1.0,0.0,0.7
"E00014568","E00014568",5.8,1.8,0.9,2.7,0.0,0.4,1.8,5.4,16.6,37.2,11.7,6.3,5.8,2.2,1.3,0.0
"E00014569","E00014569",4.6,3.4,0.8,3.1,0.8,0.8,1.9,11.8,11.8,27.5,16.4,6.1,6.5,3.8,0.8,0.0
"E00014551","E00014551",3.4,0.4,0.0,3.0,0.0,0.4,1.1,8.0,21.6,40.9,15.2,2.7,2.7,0.8,0.0,0.0
"E00014554","E00014554",9.2,5.8,5.0,7.3,0.4,0.8,0.4,1.5,5.4,37.7,14.6,1.2,7.3,1.5,0.8,1.2
"E00014555","E00014555",1.4,0.0,0.0,1.4,0.9,0.0,1.8,5.0,24.0,34.8,16.7,6.3,4.1,2.7,0.9,0.0
"E00014556","E00014556",4.2,0.4,1.3,2.5,0.4,0.0,2.1,7.1,16.3,43.9,13.0,4.2,4.2,0.0,0.0,0.4
"E00014557","E00014557",3.9,0.4,0.9,0.4,0.0,0.4,2.6,9.5,19.4,34.5,11.6,2.6,9.1,2.2,1.3,1.3
"E00014577","E00014577",7.6,2.2,2.7,4.9,0.5,1.1,1.6,3.8,9.2,39.1,16.8,1.6,4.9,0.5,2.2,1.1
"E00014550","E00014550",3.9,2.4,3.9,10.5,2.1,4.2,2.1,2.7,9.6,26.8,22.3,2.7,4.2,1.5,0.6,0.3
"E00014553","E00014553",8.8,5.1,1.4,2.8,0.5,0.0,0.5,5.1,3.3,30.2,18.1,6.5,9.8,4.7,3.3,0.0
"E00014575","E00014575",7.5,4.4,0.7,3.1,0.0,1.7,1.0,3.1,12.6,37.9,14.7,4.8,5.5,3.1,0.0,0.0
"E00014576","E00014576",3.0,4.0,1.0,1.0,0.0,0.0,1.5,3.5,6.6,21.7,16.2,6.1,15.2,17.7,2.0,0.5
"E00014579","E00014579",10.9,5.5,3.6,4.2,0.6,1.8,1.5,3.9,7.0,25.8,17.9,4.2,7.0,4.8,0.6,0.6
"E00014580","E00014580",8.7,3.3,4.1,6.2,0.8,0.4,1.2,6.2,8.3,28.6,14.5,4.1,5.4,5.8,1.7,0.4
"E00014581","E00014581",5.0,2.3,1.4,3.2,0.5,0.0,1.8,2.7,7.7,25.7,18.5,5.4,15.3,6.8,2.3,1.8
"E00014595","E00014595",2.9,0.0,0.0,0.0,0.0,0.0,0.6,9.4,12.3,26.3,15.8,5.8,13.5,8.2,3.5,1.8
"E00014597","E00014597",3.0,0.0,0.6,2.4,0.0,0.0,1.2,5.5,14.6,32.3,16.5,8.5,8.5,2.4,3.0,1.2
"E00014600","E00014600",5.9,3.8,4.9,3.2,0.5,0.5,2.2,6.5,6.5,24.9,24.3,5.4,7.0,3.8,0.5,0.0
"E00014602","E00014602",3.9,2.2,2.8,4.5,2.2,1.1,2.2,6.2,6.2,21.3,25.8,5.1,6.7,6.7,1.1,1.7
"E00014604","E00014604",5.7,3.3,2.4,3.8,1.4,1.0,1.9,7.1,4.8,19.5,21.0,9.5,7.1,7.1,2.9,1.4
"E00014605","E00014605",5.8,2.2,0.9,0.9,0.0,0.9,0.4,4.0,9.3,30.2,19.1,10.2,10.2,2.2,0.9,2.7
"E00014603","E00014603",4.3,3.9,1.7,3.4,0.4,1.7,1.7,5.2,4.3,22.0,24.6,10.8,11.6,3.9,0.4,0.0
"E00014607","E00014607",5.7,4.5,3.2,4.0,0.0,1.2,2.0,9.7,9.3,22.7,20.6,8.5,6.1,1.6,0.4,0.4
"E00014609","E00014609",9.5,3.2,2.3,3.6,0.0,1.8,1.4,5.5,7.3,32.7,19.1,4.1,6.8,0.9,1.8,0.0
"E00014611","E00014611",3.5,3.5,1.5,5.8,0.8,3.1,0.8,3.9,7.7,26.3,27.4,7.3,5.8,0.8,1.9,0.0
"E00014612","E00014612",5.4,4.0,3.1,4.5,0.0,1.3,0.4,4.9,4.9,15.7,25.6,8.1,11.7,6.3,2.7,1.3
"E00014613","E00014613",4.0,2.8,0.0,1.6,0.0,1.2,0.4,6.8,9.2,29.3,17.3,8.4,13.3,4.4,0.4,0.8
"E00014594","E00014594",4.0,3.5,0.9,5.8,0.0,1.8,0.0,2.7,7.5,22.6,23.0,8.4,11.5,4.9,2.2,1.3
"E00014596","E00014596",2.5,1.8,0.9,3.4,0.2,0.2,0.2,1.8,2.7,8.7,12.8,5.0,15.0,25.3,11.4,8.0
"E00014601","E00014601",5.5,1.7,1.3,2.1,0.0,1.3,1.7,4.3,3.8,21.7,20.0,4.7,6.0,6.8,6.4,12.8
